GEOID,NAME,variable,estimate,moe
48455,"Trinity County, Texas",B19013E_001,NA,NA
48455,"Trinity County, Texas",B19013F_001,44012,1770
48455,"Trinity County, Texas",B19013G_001,18125,9409
48455,"Trinity County, Texas",B19013H_001,49735,5168
48455,"Trinity County, Texas",B19013I_001,43920,8976
48457,"Tyler County, Texas",B19013_001,49130,4822
48457,"Tyler County, Texas",B19013A_001,49700,5015
48457,"Tyler County, Texas",B19013B_001,38448,30946
48457,"Tyler County, Texas",B19013C_001,75972,57751
48457,"Tyler County, Texas",B19013D_001,NA,NA
48457,"Tyler County, Texas",B19013E_001,NA,NA
48457,"Tyler County, Texas",B19013F_001,42250,13884
48457,"Tyler County, Texas",B19013G_001,51463,17885
48457,"Tyler County, Texas",B19013H_001,48230,5117
48457,"Tyler County, Texas",B19013I_001,86818,37956
48459,"Upshur County, Texas",B19013_001,55046,4156
48459,"Upshur County, Texas",B19013A_001,57760,5449
48459,"Upshur County, Texas",B19013B_001,41863,6682
48459,"Upshur County, Texas",B19013C_001,70333,26439
48459,"Upshur County, Texas",B19013D_001,36346,15924
48459,"Upshur County, Texas",B19013E_001,NA,NA
48459,"Upshur County, Texas",B19013F_001,50324,16945
48459,"Upshur County, Texas",B19013G_001,41585,1325
48459,"Upshur County, Texas",B19013H_001,57970,5326
48459,"Upshur County, Texas",B19013I_001,42774,14574
48461,"Upton County, Texas",B19013_001,58333,10888
48461,"Upton County, Texas",B19013A_001,70938,12749
48461,"Upton County, Texas",B19013B_001,75833,9119
48461,"Upton County, Texas",B19013C_001,NA,NA
48461,"Upton County, Texas",B19013D_001,NA,NA
48461,"Upton County, Texas",B19013E_001,NA,NA
48461,"Upton County, Texas",B19013F_001,42386,6511
48461,"Upton County, Texas",B19013G_001,NA,NA
48461,"Upton County, Texas",B19013H_001,72422,18979
48461,"Upton County, Texas",B19013I_001,41534,6311
48463,"Uvalde County, Texas",B19013_001,51602,5989
48463,"Uvalde County, Texas",B19013A_001,52086,6265
48463,"Uvalde County, Texas",B19013B_001,NA,NA
48463,"Uvalde County, Texas",B19013C_001,NA,NA
48463,"Uvalde County, Texas",B19013D_001,NA,NA
48463,"Uvalde County, Texas",B19013E_001,NA,NA
48463,"Uvalde County, Texas",B19013F_001,37569,28003
48463,"Uvalde County, Texas",B19013G_001,59058,14624
48463,"Uvalde County, Texas",B19013H_001,59716,4795
48463,"Uvalde County, Texas",B19013I_001,45327,10302
48465,"Val Verde County, Texas",B19013_001,51949,4270
48465,"Val Verde County, Texas",B19013A_001,53561,4332
48465,"Val Verde County, Texas",B19013B_001,38919,16756
48465,"Val Verde County, Texas",B19013C_001,NA,NA
48465,"Val Verde County, Texas",B19013D_001,NA,NA
48465,"Val Verde County, Texas",B19013E_001,NA,NA
48465,"Val Verde County, Texas",B19013F_001,41250,9138
48465,"Val Verde County, Texas",B19013G_001,53495,10930
48465,"Val Verde County, Texas",B19013H_001,68800,8422
48465,"Val Verde County, Texas",B19013I_001,47792,6079
48467,"Van Zandt County, Texas",B19013_001,61121,2761
48467,"Van Zandt County, Texas",B19013A_001,61853,3241
48467,"Van Zandt County, Texas",B19013B_001,39464,19251
48467,"Van Zandt County, Texas",B19013C_001,NA,NA
48467,"Van Zandt County, Texas",B19013D_001,121524,55142
48467,"Van Zandt County, Texas",B19013E_001,NA,NA
48467,"Van Zandt County, Texas",B19013F_001,42083,27637
48467,"Van Zandt County, Texas",B19013G_001,75347,51425
48467,"Van Zandt County, Texas",B19013H_001,62951,3382
48467,"Van Zandt County, Texas",B19013I_001,44294,3749
48469,"Victoria County, Texas",B19013_001,60598,2497
48469,"Victoria County, Texas",B19013A_001,61201,2848
48469,"Victoria County, Texas",B19013B_001,34814,9853
48469,"Victoria County, Texas",B19013C_001,NA,NA
48469,"Victoria County, Texas",B19013D_001,142238,57481
48469,"Victoria County, Texas",B19013E_001,NA,NA
48469,"Victoria County, Texas",B19013F_001,61667,16812
48469,"Victoria County, Texas",B19013G_001,61264,10657
48469,"Victoria County, Texas",B19013H_001,68007,3312
48469,"Victoria County, Texas",B19013I_001,54625,3781
48471,"Walker County, Texas",B19013_001,44104,1820
48471,"Walker County, Texas",B19013A_001,47387,3133
48471,"Walker County, Texas",B19013B_001,32425,6347
48471,"Walker County, Texas",B19013C_001,NA,NA
48471,"Walker County, Texas",B19013D_001,70349,20459
48471,"Walker County, Texas",B19013E_001,NA,NA
48471,"Walker County, Texas",B19013F_001,34787,9578
48471,"Walker County, Texas",B19013G_001,33214,28877
48471,"Walker County, Texas",B19013H_001,49126,3137
48471,"Walker County, Texas",B19013I_001,36250,7589
48473,"Waller County, Texas",B19013_001,65379,3560
48473,"Waller County, Texas",B19013A_001,92672,10733
48473,"Waller County, Texas",B19013B_001,36286,4182
48473,"Waller County, Texas",B19013C_001,85647,10254
48473,"Waller County, Texas",B19013D_001,130461,99723
48473,"Waller County, Texas",B19013E_001,NA,NA
48473,"Waller County, Texas",B19013F_001,44215,9338
48473,"Waller County, Texas",B19013G_001,61687,13287
48473,"Waller County, Texas",B19013H_001,97596,7737
48473,"Waller County, Texas",B19013I_001,60474,9302
48475,"Ward County, Texas",B19013_001,66216,8441
48475,"Ward County, Texas",B19013A_001,60313,13001
48475,"Ward County, Texas",B19013B_001,106067,34662
48475,"Ward County, Texas",B19013C_001,NA,NA
48475,"Ward County, Texas",B19013D_001,250001,NA
48475,"Ward County, Texas",B19013E_001,NA,NA
48475,"Ward County, Texas",B19013F_001,64896,22452
48475,"Ward County, Texas",B19013G_001,133387,574
48475,"Ward County, Texas",B19013H_001,77520,7645
48475,"Ward County, Texas",B19013I_001,55503,12106
48477,"Washington County, Texas",B19013_001,65913,6586
48477,"Washington County, Texas",B19013A_001,72929,7412
48477,"Washington County, Texas",B19013B_001,56017,20500
48477,"Washington County, Texas",B19013C_001,NA,NA
48477,"Washington County, Texas",B19013D_001,NA,NA
48477,"Washington County, Texas",B19013E_001,NA,NA
48477,"Washington County, Texas",B19013F_001,66389,38937
48477,"Washington County, Texas",B19013G_001,53088,34626
48477,"Washington County, Texas",B19013H_001,74789,8330
48477,"Washington County, Texas",B19013I_001,61765,14803
48479,"Webb County, Texas",B19013_001,54618,1567
48479,"Webb County, Texas",B19013A_001,53501,1268
48479,"Webb County, Texas",B19013B_001,85833,51912
48479,"Webb County, Texas",B19013C_001,79167,53456
48479,"Webb County, Texas",B19013D_001,101250,11045
48479,"Webb County, Texas",B19013E_001,NA,NA
48479,"Webb County, Texas",B19013F_001,60145,6839
48479,"Webb County, Texas",B19013G_001,56009,4663
48479,"Webb County, Texas",B19013H_001,71037,5423
48479,"Webb County, Texas",B19013I_001,53671,1415
48481,"Wharton County, Texas",B19013_001,53963,3180
48481,"Wharton County, Texas",B19013A_001,57405,4823
48481,"Wharton County, Texas",B19013B_001,31789,6759
48481,"Wharton County, Texas",B19013C_001,NA,NA
48481,"Wharton County, Texas",B19013D_001,108250,84790
48481,"Wharton County, Texas",B19013E_001,NA,NA
48481,"Wharton County, Texas",B19013F_001,43510,21997
48481,"Wharton County, Texas",B19013G_001,54679,26985
48481,"Wharton County, Texas",B19013H_001,71320,7767
48481,"Wharton County, Texas",B19013I_001,44068,4925
48483,"Wheeler County, Texas",B19013_001,52138,6386
48483,"Wheeler County, Texas",B19013A_001,53994,10972
48483,"Wheeler County, Texas",B19013B_001,18050,6266
48483,"Wheeler County, Texas",B19013C_001,NA,NA
48483,"Wheeler County, Texas",B19013D_001,NA,NA
48483,"Wheeler County, Texas",B19013E_001,NA,NA
48483,"Wheeler County, Texas",B19013F_001,56944,9823
48483,"Wheeler County, Texas",B19013G_001,41111,23073
48483,"Wheeler County, Texas",B19013H_001,54543,14888
48483,"Wheeler County, Texas",B19013I_001,55069,23790
48485,"Wichita County, Texas",B19013_001,53272,1968
48485,"Wichita County, Texas",B19013A_001,55917,2220
48485,"Wichita County, Texas",B19013B_001,34497,5507
48485,"Wichita County, Texas",B19013C_001,50559,9123
48485,"Wichita County, Texas",B19013D_001,81711,23387
48485,"Wichita County, Texas",B19013E_001,51000,1852
48485,"Wichita County, Texas",B19013F_001,50068,8623
48485,"Wichita County, Texas",B19013G_001,44521,13016
48485,"Wichita County, Texas",B19013H_001,57004,2262
48485,"Wichita County, Texas",B19013I_001,46754,4356
48487,"Wilbarger County, Texas",B19013_001,45262,6940
48487,"Wilbarger County, Texas",B19013A_001,44439,12079
48487,"Wilbarger County, Texas",B19013B_001,60596,18142
48487,"Wilbarger County, Texas",B19013C_001,40428,11401
48487,"Wilbarger County, Texas",B19013D_001,85777,70324
48487,"Wilbarger County, Texas",B19013E_001,NA,NA
48487,"Wilbarger County, Texas",B19013F_001,51750,13363
48487,"Wilbarger County, Texas",B19013G_001,39301,13466
48487,"Wilbarger County, Texas",B19013H_001,42917,11089
48487,"Wilbarger County, Texas",B19013I_001,47744,8381
48489,"Willacy County, Texas",B19013_001,39401,5032
48489,"Willacy County, Texas",B19013A_001,39926,5828
48489,"Willacy County, Texas",B19013B_001,NA,NA
48489,"Willacy County, Texas",B19013C_001,NA,NA
48489,"Willacy County, Texas",B19013D_001,NA,NA
48489,"Willacy County, Texas",B19013E_001,NA,NA
48489,"Willacy County, Texas",B19013F_001,78510,29693
48489,"Willacy County, Texas",B19013G_001,36643,7675
48489,"Willacy County, Texas",B19013H_001,77891,2880
48489,"Willacy County, Texas",B19013I_001,36152,3934
48491,"Williamson County, Texas",B19013_001,94705,1382
48491,"Williamson County, Texas",B19013A_001,95177,1599
48491,"Williamson County, Texas",B19013B_001,72292,13728
48491,"Williamson County, Texas",B19013C_001,70574,9832
48491,"Williamson County, Texas",B19013D_001,133731,6492
48491,"Williamson County, Texas",B19013E_001,NA,NA
48491,"Williamson County, Texas",B19013F_001,76429,11707
48491,"Williamson County, Texas",B19013G_001,90080,8020
48491,"Williamson County, Texas",B19013H_001,98739,2217
48491,"Williamson County, Texas",B19013I_001,80653,3536
48493,"Wilson County, Texas",B19013_001,84042,4757
48493,"Wilson County, Texas",B19013A_001,89042,7547
48493,"Wilson County, Texas",B19013B_001,122212,88824
48493,"Wilson County, Texas",B19013C_001,150324,43256
48493,"Wilson County, Texas",B19013D_001,NA,NA
48493,"Wilson County, Texas",B19013E_001,NA,NA
48493,"Wilson County, Texas",B19013F_001,73625,28522
48493,"Wilson County, Texas",B19013G_001,50881,24287
48493,"Wilson County, Texas",B19013H_001,95446,7293
48493,"Wilson County, Texas",B19013I_001,72179,7218
48495,"Winkler County, Texas",B19013_001,67904,14287
48495,"Winkler County, Texas",B19013A_001,66875,10300
48495,"Winkler County, Texas",B19013B_001,75298,57244
48495,"Winkler County, Texas",B19013C_001,29022,865
48495,"Winkler County, Texas",B19013D_001,NA,NA
48495,"Winkler County, Texas",B19013E_001,NA,NA
48495,"Winkler County, Texas",B19013F_001,NA,NA
48495,"Winkler County, Texas",B19013G_001,101565,6108
48495,"Winkler County, Texas",B19013H_001,92315,16634
48495,"Winkler County, Texas",B19013I_001,63871,14285
48497,"Wise County, Texas",B19013_001,75482,6424
48497,"Wise County, Texas",B19013A_001,74565,6412
48497,"Wise County, Texas",B19013B_001,69674,30961
48497,"Wise County, Texas",B19013C_001,59722,48434
48497,"Wise County, Texas",B19013D_001,NA,NA
48497,"Wise County, Texas",B19013E_001,NA,NA
48497,"Wise County, Texas",B19013F_001,89412,77883
48497,"Wise County, Texas",B19013G_001,98470,8401
48497,"Wise County, Texas",B19013H_001,80744,4746
48497,"Wise County, Texas",B19013I_001,56764,6908
48499,"Wood County, Texas",B19013_001,58418,3639
48499,"Wood County, Texas",B19013A_001,58117,3457
48499,"Wood County, Texas",B19013B_001,43000,22034
48499,"Wood County, Texas",B19013C_001,53409,25200
48499,"Wood County, Texas",B19013D_001,80179,68857
48499,"Wood County, Texas",B19013E_001,NA,NA
48499,"Wood County, Texas",B19013F_001,NA,NA
48499,"Wood County, Texas",B19013G_001,76944,27495
48499,"Wood County, Texas",B19013H_001,58484,3904
48499,"Wood County, Texas",B19013I_001,53068,37012
48501,"Yoakum County, Texas",B19013_001,73102,5280
48501,"Yoakum County, Texas",B19013A_001,73403,5665
48501,"Yoakum County, Texas",B19013B_001,NA,NA
48501,"Yoakum County, Texas",B19013C_001,NA,NA
48501,"Yoakum County, Texas",B19013D_001,NA,NA
48501,"Yoakum County, Texas",B19013E_001,NA,NA
48501,"Yoakum County, Texas",B19013F_001,NA,NA
48501,"Yoakum County, Texas",B19013G_001,71953,69082
48501,"Yoakum County, Texas",B19013H_001,74583,9158
48501,"Yoakum County, Texas",B19013I_001,72630,15795
48503,"Young County, Texas",B19013_001,52074,7492
48503,"Young County, Texas",B19013A_001,51621,6954
48503,"Young County, Texas",B19013B_001,NA,NA
48503,"Young County, Texas",B19013C_001,141360,123122
48503,"Young County, Texas",B19013D_001,NA,NA
48503,"Young County, Texas",B19013E_001,NA,NA
48503,"Young County, Texas",B19013F_001,NA,NA
48503,"Young County, Texas",B19013G_001,72835,27947
48503,"Young County, Texas",B19013H_001,52801,8170
48503,"Young County, Texas",B19013I_001,47329,9665
48505,"Zapata County, Texas",B19013_001,34406,3990
48505,"Zapata County, Texas",B19013A_001,33648,4665
48505,"Zapata County, Texas",B19013B_001,NA,NA
48505,"Zapata County, Texas",B19013C_001,NA,NA
48505,"Zapata County, Texas",B19013D_001,NA,NA
48505,"Zapata County, Texas",B19013E_001,NA,NA
48505,"Zapata County, Texas",B19013F_001,NA,NA
48505,"Zapata County, Texas",B19013G_001,34798,8307
48505,"Zapata County, Texas",B19013H_001,73275,4192
48505,"Zapata County, Texas",B19013I_001,32185,3468
48507,"Zavala County, Texas",B19013_001,44573,10892
48507,"Zavala County, Texas",B19013A_001,43524,13087
48507,"Zavala County, Texas",B19013B_001,NA,NA
48507,"Zavala County, Texas",B19013C_001,NA,NA
48507,"Zavala County, Texas",B19013D_001,NA,NA
48507,"Zavala County, Texas",B19013E_001,NA,NA
48507,"Zavala County, Texas",B19013F_001,18068,14226
48507,"Zavala County, Texas",B19013G_001,66275,19609
48507,"Zavala County, Texas",B19013H_001,75563,59687
48507,"Zavala County, Texas",B19013I_001,44499,11421
49001,"Beaver County, Utah",B19013_001,74569,8393
49001,"Beaver County, Utah",B19013A_001,76148,7110
49001,"Beaver County, Utah",B19013B_001,NA,NA
49001,"Beaver County, Utah",B19013C_001,NA,NA
49001,"Beaver County, Utah",B19013D_001,NA,NA
49001,"Beaver County, Utah",B19013E_001,NA,NA
49001,"Beaver County, Utah",B19013F_001,NA,NA
49001,"Beaver County, Utah",B19013G_001,62917,39845
49001,"Beaver County, Utah",B19013H_001,76964,6362
49001,"Beaver County, Utah",B19013I_001,52250,14783
49003,"Box Elder County, Utah",B19013_001,67486,2730
49003,"Box Elder County, Utah",B19013A_001,69025,2974
49003,"Box Elder County, Utah",B19013B_001,NA,NA
49003,"Box Elder County, Utah",B19013C_001,78625,76539
49003,"Box Elder County, Utah",B19013D_001,45107,3749
49003,"Box Elder County, Utah",B19013E_001,110795,55057
49003,"Box Elder County, Utah",B19013F_001,54783,14914
49003,"Box Elder County, Utah",B19013G_001,52159,21998
49003,"Box Elder County, Utah",B19013H_001,70033,3274
49003,"Box Elder County, Utah",B19013I_001,52757,7282
49005,"Cache County, Utah",B19013_001,65670,1703
49005,"Cache County, Utah",B19013A_001,66589,2132
49005,"Cache County, Utah",B19013B_001,NA,NA
49005,"Cache County, Utah",B19013C_001,66912,18711
49005,"Cache County, Utah",B19013D_001,47316,17166
49005,"Cache County, Utah",B19013E_001,55625,42683
49005,"Cache County, Utah",B19013F_001,58145,12480
49005,"Cache County, Utah",B19013G_001,62227,11905
49005,"Cache County, Utah",B19013H_001,67536,1932
49005,"Cache County, Utah",B19013I_001,56009,5013
49007,"Carbon County, Utah",B19013_001,51725,2456
49007,"Carbon County, Utah",B19013A_001,51992,2438
49007,"Carbon County, Utah",B19013B_001,NA,NA
49007,"Carbon County, Utah",B19013C_001,50060,49838
49007,"Carbon County, Utah",B19013D_001,NA,NA
49007,"Carbon County, Utah",B19013E_001,NA,NA
49007,"Carbon County, Utah",B19013F_001,44167,26945
49007,"Carbon County, Utah",B19013G_001,48586,30584
49007,"Carbon County, Utah",B19013H_001,52674,2602
49007,"Carbon County, Utah",B19013I_001,45978,7474
49009,"Daggett County, Utah",B19013_001,49792,15214
49009,"Daggett County, Utah",B19013A_001,48958,14075
49009,"Daggett County, Utah",B19013B_001,NA,NA
49009,"Daggett County, Utah",B19013C_001,NA,NA
49009,"Daggett County, Utah",B19013D_001,NA,NA
49009,"Daggett County, Utah",B19013E_001,NA,NA
49009,"Daggett County, Utah",B19013F_001,NA,NA
49009,"Daggett County, Utah",B19013G_001,NA,NA
49009,"Daggett County, Utah",B19013H_001,48958,14075
49009,"Daggett County, Utah",B19013I_001,NA,NA
49011,"Davis County, Utah",B19013_001,92765,1784
49011,"Davis County, Utah",B19013A_001,94081,1870
49011,"Davis County, Utah",B19013B_001,87419,17652
49011,"Davis County, Utah",B19013C_001,73333,31352
49011,"Davis County, Utah",B19013D_001,87962,8849
49011,"Davis County, Utah",B19013E_001,78063,27726
49011,"Davis County, Utah",B19013F_001,69143,15495
49011,"Davis County, Utah",B19013G_001,79095,5565
49011,"Davis County, Utah",B19013H_001,95786,1884
49011,"Davis County, Utah",B19013I_001,68220,7449
49013,"Duchesne County, Utah",B19013_001,66463,3119
49013,"Duchesne County, Utah",B19013A_001,68524,3460
49013,"Duchesne County, Utah",B19013B_001,NA,NA
49013,"Duchesne County, Utah",B19013C_001,NA,NA
49013,"Duchesne County, Utah",B19013D_001,NA,NA
49013,"Duchesne County, Utah",B19013E_001,126250,76108
49013,"Duchesne County, Utah",B19013F_001,40357,4966
49013,"Duchesne County, Utah",B19013G_001,93125,77133
49013,"Duchesne County, Utah",B19013H_001,69375,3561
49013,"Duchesne County, Utah",B19013I_001,48523,9244
49015,"Emery County, Utah",B19013_001,61234,5223
49015,"Emery County, Utah",B19013A_001,61076,5225
49015,"Emery County, Utah",B19013B_001,NA,NA
49015,"Emery County, Utah",B19013C_001,NA,NA
49015,"Emery County, Utah",B19013D_001,NA,NA
49015,"Emery County, Utah",B19013E_001,NA,NA
49015,"Emery County, Utah",B19013F_001,NA,NA
49015,"Emery County, Utah",B19013G_001,161607,153707
49015,"Emery County, Utah",B19013H_001,62642,6177
49015,"Emery County, Utah",B19013I_001,36429,6865
49017,"Garfield County, Utah",B19013_001,45724,9311
49017,"Garfield County, Utah",B19013A_001,47798,9043
49017,"Garfield County, Utah",B19013B_001,NA,NA
49017,"Garfield County, Utah",B19013C_001,NA,NA
49017,"Garfield County, Utah",B19013D_001,NA,NA
49017,"Garfield County, Utah",B19013E_001,NA,NA
49017,"Garfield County, Utah",B19013F_001,NA,NA
49017,"Garfield County, Utah",B19013G_001,NA,NA
49017,"Garfield County, Utah",B19013H_001,47917,8990
49017,"Garfield County, Utah",B19013I_001,NA,NA
49019,"Grand County, Utah",B19013_001,51433,6519
49019,"Grand County, Utah",B19013A_001,60521,11270
49019,"Grand County, Utah",B19013B_001,NA,NA
49019,"Grand County, Utah",B19013C_001,NA,NA
49019,"Grand County, Utah",B19013D_001,NA,NA
49019,"Grand County, Utah",B19013E_001,NA,NA
49019,"Grand County, Utah",B19013F_001,NA,NA
49019,"Grand County, Utah",B19013G_001,NA,NA
49019,"Grand County, Utah",B19013H_001,58417,11247
49019,"Grand County, Utah",B19013I_001,69375,17106
49021,"Iron County, Utah",B19013_001,56308,3573
49021,"Iron County, Utah",B19013A_001,57469,4520
49021,"Iron County, Utah",B19013B_001,NA,NA
49021,"Iron County, Utah",B19013C_001,77552,17677
49021,"Iron County, Utah",B19013D_001,53179,41455
49021,"Iron County, Utah",B19013E_001,NA,NA
49021,"Iron County, Utah",B19013F_001,55446,21818
49021,"Iron County, Utah",B19013G_001,28585,3760
49021,"Iron County, Utah",B19013H_001,58115,4895
49021,"Iron County, Utah",B19013I_001,43568,10678
49023,"Juab County, Utah",B19013_001,74741,7932
49023,"Juab County, Utah",B19013A_001,78065,7546
49023,"Juab County, Utah",B19013B_001,NA,NA
49023,"Juab County, Utah",B19013C_001,43971,800
49023,"Juab County, Utah",B19013D_001,NA,NA
49023,"Juab County, Utah",B19013E_001,NA,NA
49023,"Juab County, Utah",B19013F_001,NA,NA
49023,"Juab County, Utah",B19013G_001,55909,27164
49023,"Juab County, Utah",B19013H_001,77877,7997
49023,"Juab County, Utah",B19013I_001,64750,42321
49025,"Kane County, Utah",B19013_001,56395,13285
49025,"Kane County, Utah",B19013A_001,55898,14140
49025,"Kane County, Utah",B19013B_001,NA,NA
49025,"Kane County, Utah",B19013C_001,NA,NA
49025,"Kane County, Utah",B19013D_001,NA,NA
49025,"Kane County, Utah",B19013E_001,NA,NA
49025,"Kane County, Utah",B19013F_001,NA,NA
49025,"Kane County, Utah",B19013G_001,250001,NA
49025,"Kane County, Utah",B19013H_001,55898,14422
49025,"Kane County, Utah",B19013I_001,2499,NA
49027,"Millard County, Utah",B19013_001,66304,4651
49027,"Millard County, Utah",B19013A_001,67092,5219
49027,"Millard County, Utah",B19013B_001,NA,NA
49027,"Millard County, Utah",B19013C_001,59176,46805
49027,"Millard County, Utah",B19013D_001,NA,NA
49027,"Millard County, Utah",B19013E_001,NA,NA
49027,"Millard County, Utah",B19013F_001,58833,43766
49027,"Millard County, Utah",B19013G_001,44203,29207
49027,"Millard County, Utah",B19013H_001,70082,6166
49027,"Millard County, Utah",B19013I_001,43859,15285
49029,"Morgan County, Utah",B19013_001,112721,11285
49029,"Morgan County, Utah",B19013A_001,109112,10899
49029,"Morgan County, Utah",B19013B_001,NA,NA
49029,"Morgan County, Utah",B19013C_001,NA,NA
49029,"Morgan County, Utah",B19013D_001,NA,NA
49029,"Morgan County, Utah",B19013E_001,NA,NA
49029,"Morgan County, Utah",B19013F_001,NA,NA
49029,"Morgan County, Utah",B19013G_001,128423,739
49029,"Morgan County, Utah",B19013H_001,109928,12202
49029,"Morgan County, Utah",B19013I_001,NA,NA
49031,"Piute County, Utah",B19013_001,33611,10005
49031,"Piute County, Utah",B19013A_001,32778,10394
49031,"Piute County, Utah",B19013B_001,NA,NA
49031,"Piute County, Utah",B19013C_001,NA,NA
49031,"Piute County, Utah",B19013D_001,NA,NA
49031,"Piute County, Utah",B19013E_001,NA,NA
49031,"Piute County, Utah",B19013F_001,39375,7036
49031,"Piute County, Utah",B19013G_001,NA,NA
49031,"Piute County, Utah",B19013H_001,32917,10374
49031,"Piute County, Utah",B19013I_001,39063,7566
49033,"Rich County, Utah",B19013_001,67396,7560
49033,"Rich County, Utah",B19013A_001,68221,7600
49033,"Rich County, Utah",B19013B_001,NA,NA
49033,"Rich County, Utah",B19013C_001,NA,NA
49033,"Rich County, Utah",B19013D_001,NA,NA
49033,"Rich County, Utah",B19013E_001,NA,NA
49033,"Rich County, Utah",B19013F_001,NA,NA
49033,"Rich County, Utah",B19013G_001,29375,28071
49033,"Rich County, Utah",B19013H_001,68173,7600
49033,"Rich County, Utah",B19013I_001,28281,1731
49035,"Salt Lake County, Utah",B19013_001,82206,930
49035,"Salt Lake County, Utah",B19013A_001,85703,911
49035,"Salt Lake County, Utah",B19013B_001,40419,4313
49035,"Salt Lake County, Utah",B19013C_001,64206,8018
49035,"Salt Lake County, Utah",B19013D_001,86511,3832
49035,"Salt Lake County, Utah",B19013E_001,71948,7650
49035,"Salt Lake County, Utah",B19013F_001,60002,3344
49035,"Salt Lake County, Utah",B19013G_001,79344,4278
49035,"Salt Lake County, Utah",B19013H_001,87438,1024
49035,"Salt Lake County, Utah",B19013I_001,64476,2080
49037,"San Juan County, Utah",B19013_001,52400,4206
49037,"San Juan County, Utah",B19013A_001,68208,6274
49037,"San Juan County, Utah",B19013B_001,NA,NA
49037,"San Juan County, Utah",B19013C_001,33607,5813
49037,"San Juan County, Utah",B19013D_001,NA,NA
49037,"San Juan County, Utah",B19013E_001,NA,NA
49037,"San Juan County, Utah",B19013F_001,62375,7283
49037,"San Juan County, Utah",B19013G_001,NA,NA
49037,"San Juan County, Utah",B19013H_001,68764,6983
49037,"San Juan County, Utah",B19013I_001,52026,27358
49039,"Sanpete County, Utah",B19013_001,60186,3015
49039,"Sanpete County, Utah",B19013A_001,61442,3172
49039,"Sanpete County, Utah",B19013B_001,NA,NA
49039,"Sanpete County, Utah",B19013C_001,NA,NA
49039,"Sanpete County, Utah",B19013D_001,44434,15676
49039,"Sanpete County, Utah",B19013E_001,NA,NA
49039,"Sanpete County, Utah",B19013F_001,32394,23974
49039,"Sanpete County, Utah",B19013G_001,83833,1323
49039,"Sanpete County, Utah",B19013H_001,61552,3199
49039,"Sanpete County, Utah",B19013I_001,41397,18535
49041,"Sevier County, Utah",B19013_001,60262,3982
49041,"Sevier County, Utah",B19013A_001,60900,4255
49041,"Sevier County, Utah",B19013B_001,NA,NA
49041,"Sevier County, Utah",B19013C_001,53889,19394
49041,"Sevier County, Utah",B19013D_001,NA,NA
49041,"Sevier County, Utah",B19013E_001,NA,NA
49041,"Sevier County, Utah",B19013F_001,38125,22755
49041,"Sevier County, Utah",B19013G_001,70903,10922
49041,"Sevier County, Utah",B19013H_001,61430,4229
49041,"Sevier County, Utah",B19013I_001,32353,14690
49043,"Summit County, Utah",B19013_001,116351,5661
49043,"Summit County, Utah",B19013A_001,118455,6442
49043,"Summit County, Utah",B19013B_001,45972,41785
49043,"Summit County, Utah",B19013C_001,NA,NA
49043,"Summit County, Utah",B19013D_001,163846,82453
49043,"Summit County, Utah",B19013E_001,NA,NA
49043,"Summit County, Utah",B19013F_001,72083,7103
49043,"Summit County, Utah",B19013G_001,81731,33820
49043,"Summit County, Utah",B19013H_001,120053,7499
49043,"Summit County, Utah",B19013I_001,76094,6539
49045,"Tooele County, Utah",B19013_001,87557,3477
49045,"Tooele County, Utah",B19013A_001,87454,3341
49045,"Tooele County, Utah",B19013B_001,131557,21785
49045,"Tooele County, Utah",B19013C_001,NA,NA
49045,"Tooele County, Utah",B19013D_001,NA,NA
49045,"Tooele County, Utah",B19013E_001,78917,2737
49045,"Tooele County, Utah",B19013F_001,69185,51248
49045,"Tooele County, Utah",B19013G_001,118447,61056
49045,"Tooele County, Utah",B19013H_001,88015,3210
49045,"Tooele County, Utah",B19013I_001,70323,17245
49047,"Uintah County, Utah",B19013_001,61293,5921
49047,"Uintah County, Utah",B19013A_001,64825,6510
49047,"Uintah County, Utah",B19013B_001,NA,NA
49047,"Uintah County, Utah",B19013C_001,24137,8038
49047,"Uintah County, Utah",B19013D_001,NA,NA
49047,"Uintah County, Utah",B19013E_001,NA,NA
49047,"Uintah County, Utah",B19013F_001,100493,69314
49047,"Uintah County, Utah",B19013G_001,80625,50409
49047,"Uintah County, Utah",B19013H_001,66744,5682
49047,"Uintah County, Utah",B19013I_001,49453,11080
49049,"Utah County, Utah",B19013_001,82893,935
49049,"Utah County, Utah",B19013A_001,84314,964
49049,"Utah County, Utah",B19013B_001,59471,35250
49049,"Utah County, Utah",B19013C_001,65349,9753
49049,"Utah County, Utah",B19013D_001,60953,3964
49049,"Utah County, Utah",B19013E_001,55313,17126
49049,"Utah County, Utah",B19013F_001,67661,12627
49049,"Utah County, Utah",B19013G_001,73956,4101
49049,"Utah County, Utah",B19013H_001,86097,1290
49049,"Utah County, Utah",B19013I_001,66136,3159
49051,"Wasatch County, Utah",B19013_001,94044,8882
49051,"Wasatch County, Utah",B19013A_001,97589,8291
49051,"Wasatch County, Utah",B19013B_001,NA,NA
49051,"Wasatch County, Utah",B19013C_001,NA,NA
49051,"Wasatch County, Utah",B19013D_001,NA,NA
49051,"Wasatch County, Utah",B19013E_001,NA,NA
49051,"Wasatch County, Utah",B19013F_001,36250,4452
49051,"Wasatch County, Utah",B19013G_001,47358,38432
