seqnum,latitude,longitud,tmeanjul,tmeanyr,precpyr,Picea,Abies,Juniper,Pinus,Betula,Fraxinus,Quercus,Ulmus,Acer,Juglans,Carya,Tsuga,Fagus,Alnus,Herbsum,Region,Region_fac
906,42.79999924,-88.55000305,0,8.600000381,82.95999908,0,0,0,4.710000038,2.349999905,0.389999986,74.90000153,2.75,0,1.570000052,1.179999948,0.779999971,0,1.570000052,9.800000191,3,R3
908,40.65000153,-88.93299866,0,11.5,91.94999695,0,0,0,14.89999962,0.479999989,0.959999979,43.75,2.400000095,0,4.329999924,4.329999924,0,0.479999989,0.479999989,27.87999916,3,R3
917,40.54999924,-90.16699982,0,11.80000019,89.48000336,0,0,0.540000021,1.080000043,0.540000021,3.779999971,73.51000214,0.540000021,0.540000021,1.620000005,3.779999971,0,0.540000021,0,13.51000023,3,R3
936,45.15000153,-88.18299866,0,6.300000191,72.56999969,0.49000001,0,2.720000029,37.77999878,17.28000069,0.49000001,20.48999977,2.220000029,2.220000029,0,0.49000001,2.470000029,0.99000001,4.690000057,7.650000095,2,R2
937,45.31700134,-88.80000305,0,6.099999905,80.41999817,1.309999943,0.439999998,5.679999828,29.26000023,21.82999992,2.619999886,12.65999985,3.930000067,1.75,0.439999998,0,4.800000191,0.439999998,5.679999828,9.170000076,2,R2
939,45.70000076,-87.61699677,0,5.699999809,74.01000214,3.130000114,0.629999995,5,10.93999958,35.93999863,2.5,5,4.380000114,1.25,0,0,10.31000042,0.310000002,8.43999958,12.18999958,2,R2
940,46.06700134,-87.83300018,0,5.599999905,76.09999847,4.179999828,0.930000007,1.620000005,47.09999847,23.67000008,0.230000004,3.940000057,2.089999914,3.25,0.230000004,0,7.659999847,0.460000008,2.779999971,1.860000014,2,R2
941,46.29999924,-87.53299713,0,4.900000095,80.56999969,4.03000021,1.440000057,1.149999976,48.13000107,25.64999962,0.579999983,4.320000172,1.149999976,1.440000057,0,0,2.309999943,0.579999983,3.460000038,5.760000229,2,R2
942,46.5,-87.96700287,0,4.099999905,89.26000214,2.950000048,0.589999974,0,48.38000107,28.61000061,0.879999995,4.71999979,2.359999895,1.769999981,0,0.289999992,0,0,5.900000095,3.539999962,2,R2
944,46.56700134,-88.44999695,0,4.400000095,84.76000214,5.5,0.519999981,0.790000021,57.06999969,22.25,0.25999999,2.619999886,1.830000043,2.089999914,0,0,2.359999895,0,3.660000086,1.049999952,2,R2
945,46.59999847,-88.84999847,0,4.699999809,80.33999634,2.339999914,1,2.00999999,19.05999947,40.29999924,1.50999999,4.010000229,2.00999999,6.019999981,0.170000002,0.170000002,11.53999996,0,3.849999905,6.019999981,2,R2
947,46.15000153,-88.88300323,0,4.199999809,88.66999817,1.220000029,0.730000019,1.220000029,51.45999908,29.51000023,0,2.680000067,2.200000048,0.980000019,0,0,5.610000134,0,1.950000048,2.440000057,2,R2
948,46.08300018,-88.61699677,0,4.900000095,75.56999969,1.059999943,0,1.059999943,47.34999847,33.56999969,0.349999994,4.949999809,2.470000029,3.890000105,0,0,2.470000029,0,1.769999981,1.059999943,2,R2
949,46.18299866,-89.06700134,0,4.199999809,81.43000031,2.890000105,1.74000001,2.029999971,27.20999908,41.09999847,0.579999983,3.329999924,2.460000038,3.470000029,0,0.140000001,8.970000267,0.140000001,2.460000038,3.470000029,2,R2
951,46.48300171,-89.94999695,0,5.300000191,91.58999634,3,0.670000017,1.669999957,39.33000183,28.67000008,1.330000043,5,0.330000013,2,0,0,6.670000076,0,6.329999924,5,2,R2
952,46.41699982,-90.40000153,0,4.900000095,83.98000336,2.900000095,0.649999976,4.519999981,18.38999939,37.09999847,0.649999976,4.840000153,1.289999962,3.869999886,0,0.319999993,14.18999958,0,5.809999943,5.480000019,2,R2
955,46.15000153,-89.96700287,0,4.900000095,84.70999908,2.529999971,1.440000057,3.609999895,38.99000168,32.84999847,0.360000014,5.78000021,2.170000076,0.720000029,0,0,2.529999971,0,6.139999866,2.890000105,2,R2
956,45.90000153,-90.08300018,0,4.800000191,80.80000305,3.25,0.5,2.75,35.25,24.5,1,4,1.5,0.5,0.25,0.75,7.75,0.25,9.25,8.5,2,R2
958,46.34999847,-91.34999847,0,5.199999809,83.62000275,1.110000014,1.480000019,1.480000019,38.52000046,29.26000023,0,14.43999958,1.110000014,0.74000001,0.370000005,0,0,0,6.300000191,5.190000057,2,R2
961,45.63299942,-91.58300018,0,5.599999905,76.80999756,0.75999999,0.379999995,0.379999995,22.72999954,20.45000076,4.170000076,20.82999992,8.329999924,2.269999981,0.75999999,0.379999995,0.75999999,0,0.379999995,17.42000008,2,R2
962,45.81700134,-91.46700287,20,4.800000191,74.65000153,0.930000007,0,0.620000005,56.06999969,25.54999924,0,9.350000381,0.310000002,0.620000005,0,0,0,0,3.430000067,3.119999886,2,R2
963,45.90000153,-90.96700287,0,5.699999809,71.31999969,2.529999971,1.519999981,0.25,44.43999863,28.54000092,0.50999999,6.059999943,1.769999981,0,1.00999999,0.25,6.570000172,0,2.269999981,4.289999962,2,R2
964,45.83300018,-90.61699677,0,4.900000095,83.72000122,2.089999914,0.899999976,1.190000057,35.52000046,23.87999916,0.899999976,6.269999981,1.789999962,1.789999962,0,0.300000012,8.960000038,0.300000012,8.06000042,8.06000042,2,R2
965,45.59999847,-90.30000305,0,4.800000191,87.43000031,2.99000001,0.660000026,4.650000095,48.5,21.93000031,0.660000026,2.99000001,1.99000001,1,0,0,6.980000019,0,3.99000001,3.650000095,2,R2
966,45.29999924,-90.31700134,0,5.400000095,83.91999817,1.159999967,1.549999952,1.159999967,30.22999954,27.52000046,1.159999967,11.63000011,1.159999967,0.779999971,0.389999986,0,12.78999996,0,5.429999828,5.039999962,2,R2
967,43.59999847,-88.19999695,0,8,76.09999847,0.930000007,0,4.650000095,6.050000191,12.09000015,3.720000029,40.93000031,7.909999847,2.789999962,0.469999999,3.25999999,0.469999999,0.930000007,3.25999999,12.56000042,3,R3
968,43.86700058,-88.21700287,0,7.400000095,75.29000092,0,0.419999987,3.75,20.42000008,6.25,4.170000076,36.66999817,7.5,1.669999957,0.829999983,2.5,0.419999987,0.829999983,4.170000076,10.42000008,3,R3
969,43.84999847,-87.86699677,0,7.699999809,76.62999725,0.769999981,0,0,34.61999893,6.150000095,4.230000019,23.07999992,4.230000019,1.539999962,0.769999981,0.379999995,0,1.539999962,4.619999886,18.07999992,3,R3
970,44.06700134,-87.73300171,0,7.900000095,73.51000214,0,0.409999996,6.099999905,19.51000023,13.40999985,5.690000057,21.95000076,9.350000381,2.029999971,0.409999996,2.029999971,0,1.220000029,4.070000172,13.81999969,3,R3
972,44.28300095,-87.73300171,0,7.099999905,72.76999664,1.480000019,0.370000005,4.070000172,34.06999969,9.260000229,4.440000057,16.67000008,4.809999943,1.850000024,0.370000005,0,2.960000038,5.190000057,2.960000038,11.47999954,3,R3
973,44.41699982,-87.86699677,0,6.800000191,65.61000061,1.860000014,0.930000007,1.399999976,32.56000137,8.369999886,4.190000057,15.35000038,5.579999924,3.720000029,0,0,5.119999886,5.119999886,1.860000014,13.94999981,3,R3
974,45.56700134,-89.69999695,0,5.300000191,79.19999695,2.720000029,1.559999943,0.389999986,54.86000061,14.01000023,1.169999957,9.729999542,1.559999943,1.559999943,0.389999986,0,1.950000048,0,3.5,6.610000134,2,R2
976,45.13299942,-90.65000153,20,5.599999905,81.97000122,1.059999943,0.529999971,0.25999999,43.65000153,17.20000076,3.440000057,5.559999943,3.970000029,1.590000033,0,0,12.96000004,0,3.170000076,6.610000134,2,R2
977,45.56700134,-92,0,5.800000191,78.33000183,0,0.330000013,0.660000026,68.84999847,8.520000458,2.299999952,11.14999962,1.309999943,1.970000029,0.330000013,0,0.330000013,0,1.639999986,2.619999886,2,R2
998,42.79999924,-91.38300323,0,8.300000191,83.41000366,0,0,0,8.140000343,2.25999999,0.449999988,21.71999931,5.429999828,1.360000014,1.360000014,2.25999999,0,0,0,57.00999832,3,R3
999,42.54999924,-91.28299713,0,8.399999619,83.91999817,0,0,0,4.710000038,0.519999981,0.519999981,24.61000061,1.570000052,3.660000086,2.089999914,2.089999914,0,0,0,60.20999908,3,R3
1000,42.58300018,-90.94999695,0,8.100000381,90.69999695,0,0,0,3,0,0,22.31999969,5.579999924,1.289999962,3,1.289999962,0,0,0,63.52000046,3,R3
1003,42.26699829,-90.28299713,0,9.300000191,82.75,0.930000007,0.930000007,2.339999914,17.76000023,0,0,17.29000092,0.930000007,2.799999952,0.930000007,1.399999976,0,0,0,54.66999817,3,R3
1004,42.26699829,-90.08300018,0,8.699999809,84.76000214,0.449999988,0,0,1.340000033,0,0,37.04999924,1.789999962,0.889999986,1.789999962,6.25,0,0,0,50.45000076,3,R3
1009,43.65000153,-90.91699982,0,7.599999905,81.48000336,0,0,0,4.46999979,0,1.120000005,27.37000084,8.380000114,0,2.230000019,6.699999809,0,0,0,49.72000122,3,R3
1011,43.68299866,-90.73300171,0,6.800000191,80.91999817,0.970000029,0,0,3.880000114,4.369999886,0.49000001,38.34999847,7.769999981,2.430000067,0,5.340000153,0,0,0,36.40999985,3,R3
1016,42.71699905,-90.46700287,0,8.699999809,86.69000244,0,0,0,8.359999657,1.049999952,0,13.93999958,0,0.699999988,1.74000001,3.480000019,0,0,0,70.73000336,3,R3
1018,43.66699982,-91.5,0,8.399999619,82.87999725,0,0,0,4.610000134,0.379999995,0.189999998,10.93999958,0.769999981,1.730000019,1.340000033,1.730000019,0,0,0,78.30999756,3,R3
1030,43.71699905,-90.38300323,0,7.599999905,80.41999817,0,0,0.360000014,5.340000153,4.630000114,1.070000052,30.60000038,7.46999979,0.709999979,1.779999971,4.630000114,0,0,0.709999979,42.70000076,3,R3
